Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,203,2.300,1785954086257129.225	,1785954086257131.525	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,204,1.060,1785954086257131.565	,1785954086257132.625	
6,te_increflashattention_e293d7c94dc73842c746c0471ae25afd505f2afab9d3773baab3b48e3cf86ef7,MIX_AIC,6,205,22.940,1785954086257134.045	,1785954086257156.985	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,206,4.440,1785954086257157.705	,1785954086257162.145	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,207,1.960,1785954086257162.165	,1785954086257164.125	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,208,7.940,1785954086257164.145	,1785954086257172.085	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,209,5.500,1785954086257172.125	,1785954086257177.625	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,210,1.420,1785954086257177.645	,1785954086257179.065	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,211,8.180,1785954086257179.085	,1785954086257187.265	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,212,1.500,1785954086257187.305	,1785954086257188.805	
6,te_matmul_8b3306b24f57361e2a756293ea64a1342b18a16b177ad6fca4f83f7599a3ea0c__kernel0,AI_CORE,6,213,7.560,1785954086257188.825	,1785954086257196.385	
6,te_splitvd_d17965c7d7e8ef98e5c4a8c43fa07c60556f4deba7163560075b8d51d2e3b888__kernel0,AI_VECTOR_CORE,6,214,1.100,1785954086257196.405	,1785954086257197.505	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,215,1.240,1785954086257197.525	,1785954086257198.765	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,216,3.340,1785954086257198.785	,1785954086257202.125	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,217,1.100,1785954086257202.145	,1785954086257203.245	
6,te_increflashattention_e293d7c94dc73842c746c0471ae25afd505f2afab9d3773baab3b48e3cf86ef7,MIX_AIC,6,218,18.400,1785954086257204.245	,1785954086257222.645	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,219,4.280,1785954086257223.645	,1785954086257227.925	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,220,1.600,1785954086257227.965	,1785954086257229.565	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,221,7.940,1785954086257229.605	,1785954086257237.545	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,222,5.340,1785954086257237.565	,1785954086257242.905	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,223,1.400,1785954086257242.925	,1785954086257244.325	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,224,7.900,1785954086257244.345	,1785954086257252.245	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,225,1.420,1785954086257252.285	,1785954086257253.705	
6,te_matmul_8b3306b24f57361e2a756293ea64a1342b18a16b177ad6fca4f83f7599a3ea0c__kernel0,AI_CORE,6,226,7.580,1785954086257253.725	,1785954086257261.305	
6,te_splitvd_d17965c7d7e8ef98e5c4a8c43fa07c60556f4deba7163560075b8d51d2e3b888__kernel0,AI_VECTOR_CORE,6,227,1.000,1785954086257261.325	,1785954086257262.325	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,228,1.160,1785954086257262.345	,1785954086257263.505	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,229,2.260,1785954086257263.525	,1785954086257265.785	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,230,1.020,1785954086257265.805	,1785954086257266.825	
6,te_increflashattention_e293d7c94dc73842c746c0471ae25afd505f2afab9d3773baab3b48e3cf86ef7,MIX_AIC,6,231,19.060,1785954086257267.745	,1785954086257286.805	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,232,4.420,1785954086257287.745	,1785954086257292.165	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,233,1.580,1785954086257292.205	,1785954086257293.785	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,234,7.940,1785954086257293.825	,1785954086257301.765	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,235,5.360,1785954086257301.785	,1785954086257307.145	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,236,1.560,1785954086257307.165	,1785954086257308.725	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,237,7.960,1785954086257308.765	,1785954086257316.725	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,238,1.480,1785954086257316.745	,1785954086257318.225	
6,te_matmul_8b3306b24f57361e2a756293ea64a1342b18a16b177ad6fca4f83f7599a3ea0c__kernel0,AI_CORE,6,239,8.380,1785954086257318.245	,1785954086257326.625	
6,te_splitvd_d17965c7d7e8ef98e5c4a8c43fa07c60556f4deba7163560075b8d51d2e3b888__kernel0,AI_VECTOR_CORE,6,240,0.980,1785954086257326.645	,1785954086257327.625	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,241,1.080,1785954086257327.645	,1785954086257328.725	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,242,2.160,1785954086257328.745	,1785954086257330.905	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,243,0.960,1785954086257330.945	,1785954086257331.905	
6,te_increflashattention_e293d7c94dc73842c746c0471ae25afd505f2afab9d3773baab3b48e3cf86ef7,MIX_AIC,6,244,19.780,1785954086257333.065	,1785954086257352.845	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,245,5.220,1785954086257353.705	,1785954086257358.925	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,246,1.540,1785954086257358.945	,1785954086257360.485	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,247,7.900,1785954086257360.505	,1785954086257368.405	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,248,5.380,1785954086257368.425	,1785954086257373.805	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,249,1.420,1785954086257373.825	,1785954086257375.245	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,250,9.560,1785954086257375.265	,1785954086257384.825	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,251,1.540,1785954086257384.845	,1785954086257386.385	
6,te_matmul_8b3306b24f57361e2a756293ea64a1342b18a16b177ad6fca4f83f7599a3ea0c__kernel0,AI_CORE,6,252,7.600,1785954086257386.405	,1785954086257394.005	
6,te_splitvd_d17965c7d7e8ef98e5c4a8c43fa07c60556f4deba7163560075b8d51d2e3b888__kernel0,AI_VECTOR_CORE,6,253,1.060,1785954086257394.025	,1785954086257395.085	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,254,1.160,1785954086257395.105	,1785954086257396.265	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,255,2.140,1785954086257396.285	,1785954086257398.425	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,256,1.540,1785954086257398.465	,1785954086257400.005	
6,te_increflashattention_e293d7c94dc73842c746c0471ae25afd505f2afab9d3773baab3b48e3cf86ef7,MIX_AIC,6,257,17.560,1785954086257401.465	,1785954086257419.025	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,258,5.260,1785954086257420.125	,1785954086257425.385	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,259,1.760,1785954086257425.405	,1785954086257427.165	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,260,7.880,1785954086257427.185	,1785954086257435.065	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,261,5.820,1785954086257435.085	,1785954086257440.905	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,262,1.620,1785954086257440.925	,1785954086257442.545	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,263,8.840,1785954086257442.565	,1785954086257451.405	
6,te_inplaceaddrmsnorm_00140acccd5d124de66fb2201391b9471484a775ad3033771fec0ec5bb3ad989__kernel0,AI_VECTOR_CORE,6,264,1.920,1785954086257451.425	,1785954086257453.345	
6,te_matmul_bd6bb06e454cbd5a6db8e629d6afcfe95282ec4fbbe6dc1b4d08d12e66ee3768__kernel0,AI_CORE,6,265,136.160,1785954086257453.385	,1785954086257589.545	
6,N/A,NOTIFY_RECORD,6,266,0.020,1785954086257589.565	,1785954086257589.585	
6,N/A,PROFILER_TRACE_EX,3,992,0.020,1785954086257609.145	,1785954086257609.165	
6,Cast_1fb1c1a33856de01862630399320fff3_high_performance_210000000,AI_VECTOR_CORE,3,993,9.100,1785954086257609.185	,1785954086257618.285	
6,ArgMaxV2_4402011f777d6374ab9f6425cb5984c4_high_performance_3,AI_VECTOR_CORE,3,994,14.160,1785954086257618.305	,1785954086257632.465	
6,Cast_e87590d11ccda8b259ab6b1ea7212319_high_performance_210000000,AI_VECTOR_CORE,3,995,1.520,1785954086257632.505	,1785954086257634.025	
6,N/A,EVENT_RECORD,3,996,0.020,1785954086257634.045	,1785954086257634.065	
6,Fill_41dadce325b0f810d03359af2a38990b_high_performance_210000000,AI_VECTOR_CORE,3,997,1.740,1785954086257838.705	,1785954086257840.445	
6,SelectV2_a32d70ed63082227463347a44bd5a08e_high_performance_210000000,AI_VECTOR_CORE,3,998,2.100,1785954086257931.485	,1785954086257933.585	
6,Add_41dadce325b0f810d03359af2a38990b_high_performance_210000000,AI_VECTOR_CORE,3,999,2.840,1785954086258090.485	,1785954086258093.325	
6,ZerosLike_1d2fd313763487259859439d7e9b41cf_high_performance_210000000,AI_VECTOR_CORE,3,1000,1.900,1785954086258233.025	,1785954086258234.925	
6,SelectV2_a32d70ed63082227463347a44bd5a08e_high_performance_210000000,AI_VECTOR_CORE,3,1001,1.800,1785954086258292.845	,1785954086258294.645	
6,N/A,EVENT_RECORD,3,1002,0.020,1785954086258893.865	,1785954086258893.885	
6,N/A,MEMCPY_ASYNC,3,1003,3.020,1785954086259490.145	,1785954086259493.165	
6,UpdateModelParam,AI_VECTOR_CORE,3,1004,4.100,1785954086259493.325	,1785954086259497.425	
6,N/A,PROFILER_TRACE_EX,3,1005,0.020,1785954086259511.265	,1785954086259511.285	
6,N/A,MODEL_EXECUTE,3,1006,2.980,1785954086259511.305	,1785954086259514.285	
6,te_range_ced84fc62b7a0b28b34330aa6ab26a5df9ce579384058adf938b1ae8f25e3518__kernel0,AI_VECTOR_CORE,6,0,10.440,1785954086259514.125	,1785954086259524.565	
6,te_cast_b33561806139361f6242dd033a11c2a1a75f16a76571932bfc26673b498ab667__kernel0,AI_VECTOR_CORE,6,1,2.540,1785954086259524.585	,1785954086259527.125	
6,N/A,NOTIFY_WAIT,3,1007,1436.260,1785954086259525.065	,1785954086260961.325	
6,te_gatherv2_d067fbabaa81e25832cc932602194081ed7fd80741e1163e90a10399d22d6160__kernel0,AI_VECTOR_CORE,6,2,9.540,1785954086259527.145	,1785954086259536.685	
6,te_rmsnorm_495bf6eca8d3c4a46e9cd85c1f31387132b47a1c871cf6270e474109c1357a28__kernel0,AI_VECTOR_CORE,6,3,5.320,1785954086259536.705	,1785954086259542.025	
6,te_matmul_8b3306b24f57361e2a756293ea64a1342b18a16b177ad6fca4f83f7599a3ea0c__kernel0,AI_CORE,6,4,7.540,1785954086259542.065	,1785954086259549.605	
6,te_splitvd_d17965c7d7e8ef98e5c4a8c43fa07c60556f4deba7163560075b8d51d2e3b888__kernel0,AI_VECTOR_CORE,6,5,1.120,1785954086259549.645	,1785954086259550.765	
6,te_add_2eb04db1d54d7a15212bd44b1d37b3ecd9c751b3c20c97464d36440e64d59ccd__kernel0,AI_VECTOR_CORE,6,6,1.520,1785954086259550.785	,1785954086259552.305	
6,te_broadcastto_31d6a11de70ef7aaefb4432133b8a383c73d1f301d7483e5a3c3e69497fcc60d__kernel0,AI_VECTOR_CORE,6,7,1.240,1785954086259552.325	,1785954086259553.565	
6,te_cast_62368953e62d0f211d7fd1906affe4cac120befa439c957e78a88b143306e2a7__kernel0,AI_VECTOR_CORE,6,8,1.180,1785954086259553.585	,1785954086259554.765	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,9,1.300,1785954086259554.785	,1785954086259556.085	
6,te_broadcastto_a823b2959798ef7604d60472a6dae5e88c4052809868a2f65cb7f49800cbce2f__kernel0,AI_VECTOR_CORE,6,10,1.260,1785954086259556.105	,1785954086259557.365	
6,te_mul_d72c4b55c0b6aff757dba8cf842396e417b338f79e7bdc38e31f8eb3db635880__kernel0,AI_VECTOR_CORE,6,11,1.240,1785954086259557.405	,1785954086259558.645	
6,te_concatv2d_6ef2d5fa4913452019c68174ca369df5d4504fe581284e28d5f969b225617859__kernel0,AI_VECTOR_CORE,6,12,3.820,1785954086259558.665	,1785954086259562.485	
6,te_cos_22837cf154e5096bfc4e2a737faa2e7b11efb8ebd9ebc92fc789e4a7729de09e__kernel0,AI_VECTOR_CORE,6,13,1.800,1785954086259562.525	,1785954086259564.325	
6,te_fused_op_mul_cast_9e89437377c4abee7c565311e242beb8f80649dd5a426e6170ce2d3c5c0c8936__kernel0,AI_VECTOR_CORE,6,14,1.120,1785954086259564.345	,1785954086259565.465	
6,te_sin_b6e5b8223c5eaaf23c1ccd61b127f84479fea1e337f9c06e6c7de4dbf8810126__kernel0,AI_VECTOR_CORE,6,15,1.700,1785954086259565.485	,1785954086259567.185	
6,te_fused_op_mul_cast_9e89437377c4abee7c565311e242beb8f80649dd5a426e6170ce2d3c5c0c8936__kernel0,AI_VECTOR_CORE,6,16,1.000,1785954086259567.225	,1785954086259568.225	
6,te_splitvd_6817ab6eaea992250c288ec92256c28b307b9b5829994527107c0f699826a1db__kernel0,AI_VECTOR_CORE,6,17,3.920,1785954086259568.245	,1785954086259572.165	
6,te_gatherv2_87ce8aacc2efdf1d42baef346fae26c5af3c023063a8a529a956b349dd8f817c__kernel0,AI_VECTOR_CORE,6,18,1.200,1785954086259572.205	,1785954086259573.405	
6,te_gatherv2_87ce8aacc2efdf1d42baef346fae26c5af3c023063a8a529a956b349dd8f817c__kernel0,AI_VECTOR_CORE,6,19,1.080,1785954086259573.445	,1785954086259574.525	
6,te_gatherv2_4e80041f285f92e5f11955702804208cb08cb6905acd76a1bae3ad8e5e0e34f6__kernel0,AI_VECTOR_CORE,6,20,1.900,1785954086259574.565	,1785954086259576.465	
6,te_gatherv2_4e80041f285f92e5f11955702804208cb08cb6905acd76a1bae3ad8e5e0e34f6__kernel0,AI_VECTOR_CORE,6,21,1.820,1785954086259576.485	,1785954086259578.305	
6,te_gatherv2_4e80041f285f92e5f11955702804208cb08cb6905acd76a1bae3ad8e5e0e34f6__kernel0,AI_VECTOR_CORE,6,22,1.660,1785954086259578.325	,1785954086259579.985	
6,te_gatherv2_4e80041f285f92e5f11955702804208cb08cb6905acd76a1bae3ad8e5e0e34f6__kernel0,AI_VECTOR_CORE,6,23,1.700,1785954086259580.005	,1785954086259581.705	
6,te_splitvd_6817ab6eaea992250c288ec92256c28b307b9b5829994527107c0f699826a1db__kernel0,AI_VECTOR_CORE,6,24,3.880,1785954086259581.725	,1785954086259585.605	
6,te_gatherv2_87ce8aacc2efdf1d42baef346fae26c5af3c023063a8a529a956b349dd8f817c__kernel0,AI_VECTOR_CORE,6,25,1.100,1785954086259585.625	,1785954086259586.725	
6,te_gatherv2_87ce8aacc2efdf1d42baef346fae26c5af3c023063a8a529a956b349dd8f817c__kernel0,AI_VECTOR_CORE,6,26,1.140,1785954086259586.745	,1785954086259587.885	
6,te_gatherv2_4e80041f285f92e5f11955702804208cb08cb6905acd76a1bae3ad8e5e0e34f6__kernel0,AI_VECTOR_CORE,6,27,1.680,1785954086259587.905	,1785954086259589.585	
6,te_gatherv2_4e80041f285f92e5f11955702804208cb08cb6905acd76a1bae3ad8e5e0e34f6__kernel0,AI_VECTOR_CORE,6,28,1.760,1785954086259589.605	,1785954086259591.365	
6,te_gatherv2_4e80041f285f92e5f11955702804208cb08cb6905acd76a1bae3ad8e5e0e34f6__kernel0,AI_VECTOR_CORE,6,29,1.680,1785954086259591.385	,1785954086259593.065	
6,te_gatherv2_4e80041f285f92e5f11955702804208cb08cb6905acd76a1bae3ad8e5e0e34f6__kernel0,AI_VECTOR_CORE,6,30,1.740,1785954086259593.085	,1785954086259594.825	
6,te_concatv2d_e697cfae3057799e346a5f0feee79b0b584dfd9384b07c99e984dd0e6b962476__kernel0,AI_VECTOR_CORE,6,31,1.400,1785954086259594.865	,1785954086259596.265	
6,te_concatv2d_e697cfae3057799e346a5f0feee79b0b584dfd9384b07c99e984dd0e6b962476__kernel0,AI_VECTOR_CORE,6,32,1.380,1785954086259596.285	,1785954086259597.665	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,33,3.260,1785954086259597.685	,1785954086259600.945	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,34,1.280,1785954086259600.965	,1785954086259602.245	
6,te_greater_645fbd8960057d25f1e75497e3d1b23634ea6c0c50406f8c2129d207ba45978a__kernel0,AI_VECTOR_CORE,6,35,3.720,1785954086259602.265	,1785954086259605.985	
6,te_increflashattention_e293d7c94dc73842c746c0471ae25afd505f2afab9d3773baab3b48e3cf86ef7,MIX_AIC,6,36,28.100,1785954086259607.025	,1785954086259635.125	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,37,7.720,1785954086259636.185	,1785954086259643.905	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,38,2.080,1785954086259643.925	,1785954086259646.005	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,39,7.920,1785954086259646.025	,1785954086259653.945	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,40,5.660,1785954086259653.965	,1785954086259659.625	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,41,1.760,1785954086259659.645	,1785954086259661.405	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,42,8.940,1785954086259661.425	,1785954086259670.365	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,43,1.600,1785954086259670.385	,1785954086259671.985	
6,te_matmul_8b3306b24f57361e2a756293ea64a1342b18a16b177ad6fca4f83f7599a3ea0c__kernel0,AI_CORE,6,44,7.100,1785954086259672.005	,1785954086259679.105	
6,te_splitvd_d17965c7d7e8ef98e5c4a8c43fa07c60556f4deba7163560075b8d51d2e3b888__kernel0,AI_VECTOR_CORE,6,45,1.040,1785954086259679.125	,1785954086259680.165	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,46,1.300,1785954086259680.185	,1785954086259681.485	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,47,2.200,1785954086259681.505	,1785954086259683.705	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,48,1.140,1785954086259683.745	,1785954086259684.885	
6,te_increflashattention_e293d7c94dc73842c746c0471ae25afd505f2afab9d3773baab3b48e3cf86ef7,MIX_AIC,6,49,23.360,1785954086259686.205	,1785954086259709.565	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,50,5.640,1785954086259710.465	,1785954086259716.105	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,51,1.700,1785954086259716.125	,1785954086259717.825	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,52,7.800,1785954086259717.845	,1785954086259725.645	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,53,6.260,1785954086259725.665	,1785954086259731.925	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,54,1.560,1785954086259731.945	,1785954086259733.505	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,55,8.260,1785954086259733.525	,1785954086259741.785	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,56,1.680,1785954086259741.805	,1785954086259743.485	
6,te_matmul_8b3306b24f57361e2a756293ea64a1342b18a16b177ad6fca4f83f7599a3ea0c__kernel0,AI_CORE,6,57,7.600,1785954086259743.525	,1785954086259751.125	
6,te_splitvd_d17965c7d7e8ef98e5c4a8c43fa07c60556f4deba7163560075b8d51d2e3b888__kernel0,AI_VECTOR_CORE,6,58,1.020,1785954086259751.165	,1785954086259752.185	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,59,1.080,1785954086259752.205	,1785954086259753.285	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,60,2.140,1785954086259753.305	,1785954086259755.445	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,61,1.240,1785954086259755.485	,1785954086259756.725	
6,te_increflashattention_e293d7c94dc73842c746c0471ae25afd505f2afab9d3773baab3b48e3cf86ef7,MIX_AIC,6,62,23.260,1785954086259758.185	,1785954086259781.445	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,63,4.640,1785954086259782.465	,1785954086259787.105	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,64,1.540,1785954086259787.125	,1785954086259788.665	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,65,8.220,1785954086259788.685	,1785954086259796.905	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,66,6.760,1785954086259796.925	,1785954086259803.685	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,67,1.580,1785954086259803.705	,1785954086259805.285	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,68,8.100,1785954086259805.305	,1785954086259813.405	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,69,1.580,1785954086259813.425	,1785954086259815.005	
