VISION_EMBED step=layout_setup_begin
Loading weights:   0%|          | 0/858 [00:00<?, ?it/s]Loading weights:  61%|██████    | 523/858 [00:00<00:00, 5226.30it/s]Loading weights: 100%|██████████| 858/858 [00:00<00:00, 5229.65it/s]
VISION_EMBED step=layout_page position=1/7 source_index=8 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png
/workspace/repos/paddle_ocr_vl_npu/09_persistent_page_engine/pipeline/layout_frontend.py:344: UserWarning: Cannot create tensor with interal format while allow_internel_format=False, tensor will be created with base format. (Triggered internally at ../torch_npu/csrc/aten/common/TensorFactories.cpp:340.)
  return pixel_values.to(
VISION_EMBED step=layout_page position=2/7 source_index=9 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png
VISION_EMBED step=layout_page position=3/7 source_index=10 image=page-f9583127-1277-4424-be9d-35430e0aedd6.png
VISION_EMBED step=layout_page position=4/7 source_index=11 image=page-573c437e-c309-4483-a038-ef2f440b104a.png
VISION_EMBED step=layout_page position=5/7 source_index=12 image=page-062fc21c-6b9c-40be-8d0e-7a617509a9bc.png
VISION_EMBED step=layout_page position=6/7 source_index=13 image=page-52875b3d-f4dc-44c2-a9bb-514b0763833d.png
VISION_EMBED step=layout_page position=7/7 source_index=14 image=page-cdd33cf6-76ce-42bb-a99c-342c861afed0.png
VISION_EMBED step=recognizer_setup_begin
VISION_EMBED step=corpus_capture_begin
VISION_EMBED step=capture_crop position=1/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=0
VISION_EMBED step=capture_crop position=2/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=1
VISION_EMBED step=capture_crop position=3/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=2
VISION_EMBED step=capture_crop position=4/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=3
VISION_EMBED step=capture_crop position=5/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=4
VISION_EMBED step=capture_crop position=6/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=5
VISION_EMBED step=capture_crop position=7/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=6
VISION_EMBED step=capture_crop position=8/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=7
VISION_EMBED step=capture_crop position=9/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=8
VISION_EMBED step=capture_crop position=10/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=9
VISION_EMBED step=capture_crop position=11/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=10
VISION_EMBED step=capture_crop position=12/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=11
VISION_EMBED step=capture_crop position=13/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=12
VISION_EMBED step=capture_crop position=14/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=13
VISION_EMBED step=capture_crop position=15/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=14
VISION_EMBED step=capture_crop position=16/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=15
VISION_EMBED step=capture_crop position=17/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=16
VISION_EMBED step=capture_crop position=18/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=17
VISION_EMBED step=capture_crop position=19/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=18
VISION_EMBED step=capture_crop position=20/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=19
VISION_EMBED step=capture_crop position=21/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=20
VISION_EMBED step=capture_crop position=22/106 image=page-0a262e27-b24d-4429-9b21-90563d4fada7.png block=21
VISION_EMBED step=capture_crop position=23/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=0
VISION_EMBED step=capture_crop position=24/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=1
VISION_EMBED step=capture_crop position=25/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=2
VISION_EMBED step=capture_crop position=26/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=3
VISION_EMBED step=capture_crop position=27/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=4
VISION_EMBED step=capture_crop position=28/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=5
VISION_EMBED step=capture_crop position=29/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=6
VISION_EMBED step=capture_crop position=30/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=7
VISION_EMBED step=capture_crop position=31/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=8
VISION_EMBED step=capture_crop position=32/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=9
VISION_EMBED step=capture_crop position=33/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=10
VISION_EMBED step=capture_crop position=34/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=11
VISION_EMBED step=capture_crop position=35/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=12
VISION_EMBED step=capture_crop position=36/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=13
VISION_EMBED step=capture_crop position=37/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=14
VISION_EMBED step=capture_crop position=38/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=15
VISION_EMBED step=capture_crop position=39/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=16
VISION_EMBED step=capture_crop position=40/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=17
VISION_EMBED step=capture_crop position=41/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=18
VISION_EMBED step=capture_crop position=42/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=19
VISION_EMBED step=capture_crop position=43/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=20
VISION_EMBED step=capture_crop position=44/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=21
VISION_EMBED step=capture_crop position=45/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=22
VISION_EMBED step=capture_crop position=46/106 image=page-99c0fd2f-608e-479c-9af5-5b012de4f6af.png block=23
VISION_EMBED step=capture_crop position=47/106 image=page-f9583127-1277-4424-be9d-35430e0aedd6.png block=0
VISION_EMBED step=capture_crop position=48/106 image=page-f9583127-1277-4424-be9d-35430e0aedd6.png block=1
VISION_EMBED step=capture_crop position=49/106 image=page-f9583127-1277-4424-be9d-35430e0aedd6.png block=2
VISION_EMBED step=capture_crop position=50/106 image=page-f9583127-1277-4424-be9d-35430e0aedd6.png block=3
VISION_EMBED step=capture_crop position=51/106 image=page-f9583127-1277-4424-be9d-35430e0aedd6.png block=4
VISION_EMBED step=capture_crop position=52/106 image=page-f9583127-1277-4424-be9d-35430e0aedd6.png block=5
VISION_EMBED step=capture_crop position=53/106 image=page-f9583127-1277-4424-be9d-35430e0aedd6.png block=6
VISION_EMBED step=capture_crop position=54/106 image=page-f9583127-1277-4424-be9d-35430e0aedd6.png block=7
