Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,208,1.340,1785953640530258.215	,1785953640530259.555	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,209,3.360,1785953640530259.575	,1785953640530262.935	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,210,1.080,1785953640530262.955	,1785953640530264.035	
6,te_increflashattention_2914112daf2119d1a6ac422cf22e392b78d9700782ead7ab08aedf7e11e5e07a,MIX_AIC,6,211,19.380,1785953640530265.015	,1785953640530284.395	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,212,4.700,1785953640530285.635	,1785953640530290.335	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,213,1.660,1785953640530290.355	,1785953640530292.015	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,214,8.200,1785953640530292.035	,1785953640530300.235	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,215,5.360,1785953640530300.255	,1785953640530305.615	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,216,1.560,1785953640530305.635	,1785953640530307.195	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,217,8.220,1785953640530307.215	,1785953640530315.435	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,218,1.460,1785953640530315.455	,1785953640530316.915	
6,te_matmul_8b3306b24f57361e2a756293ea64a1342b18a16b177ad6fca4f83f7599a3ea0c__kernel0,AI_CORE,6,219,7.260,1785953640530316.935	,1785953640530324.195	
6,te_splitvd_d17965c7d7e8ef98e5c4a8c43fa07c60556f4deba7163560075b8d51d2e3b888__kernel0,AI_VECTOR_CORE,6,220,0.980,1785953640530324.215	,1785953640530325.195	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,221,1.020,1785953640530325.235	,1785953640530326.255	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,222,2.280,1785953640530326.295	,1785953640530328.575	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,223,0.980,1785953640530328.595	,1785953640530329.575	
6,te_increflashattention_2914112daf2119d1a6ac422cf22e392b78d9700782ead7ab08aedf7e11e5e07a,MIX_AIC,6,224,20.820,1785953640530330.935	,1785953640530351.755	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,225,4.640,1785953640530352.795	,1785953640530357.435	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,226,1.920,1785953640530357.455	,1785953640530359.375	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,227,8.280,1785953640530359.415	,1785953640530367.695	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,228,5.680,1785953640530367.715	,1785953640530373.395	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,229,1.740,1785953640530373.415	,1785953640530375.155	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,230,8.660,1785953640530375.175	,1785953640530383.835	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,231,1.440,1785953640530383.875	,1785953640530385.315	
6,te_matmul_8b3306b24f57361e2a756293ea64a1342b18a16b177ad6fca4f83f7599a3ea0c__kernel0,AI_CORE,6,232,7.640,1785953640530385.335	,1785953640530392.975	
6,te_splitvd_d17965c7d7e8ef98e5c4a8c43fa07c60556f4deba7163560075b8d51d2e3b888__kernel0,AI_VECTOR_CORE,6,233,0.980,1785953640530392.995	,1785953640530393.975	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,234,1.100,1785953640530393.995	,1785953640530395.095	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,235,2.280,1785953640530395.115	,1785953640530397.395	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,236,1.040,1785953640530397.415	,1785953640530398.455	
6,te_increflashattention_2914112daf2119d1a6ac422cf22e392b78d9700782ead7ab08aedf7e11e5e07a,MIX_AIC,6,237,21.920,1785953640530399.855	,1785953640530421.775	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,238,5.040,1785953640530422.735	,1785953640530427.775	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,239,1.540,1785953640530427.795	,1785953640530429.335	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,240,8.540,1785953640530429.355	,1785953640530437.895	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,241,6.320,1785953640530437.935	,1785953640530444.255	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,242,1.460,1785953640530444.275	,1785953640530445.735	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,243,8.380,1785953640530445.755	,1785953640530454.135	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,244,1.560,1785953640530454.155	,1785953640530455.715	
6,te_matmul_8b3306b24f57361e2a756293ea64a1342b18a16b177ad6fca4f83f7599a3ea0c__kernel0,AI_CORE,6,245,8.240,1785953640530455.735	,1785953640530463.975	
6,te_splitvd_d17965c7d7e8ef98e5c4a8c43fa07c60556f4deba7163560075b8d51d2e3b888__kernel0,AI_VECTOR_CORE,6,246,1.120,1785953640530463.995	,1785953640530465.115	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,247,1.080,1785953640530465.135	,1785953640530466.215	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,248,2.400,1785953640530466.235	,1785953640530468.635	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,249,1.040,1785953640530468.655	,1785953640530469.695	
6,te_increflashattention_2914112daf2119d1a6ac422cf22e392b78d9700782ead7ab08aedf7e11e5e07a,MIX_AIC,6,250,22.340,1785953640530470.835	,1785953640530493.175	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,251,4.740,1785953640530493.875	,1785953640530498.615	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,252,1.580,1785953640530498.635	,1785953640530500.215	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,253,8.360,1785953640530500.235	,1785953640530508.595	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,254,5.500,1785953640530508.615	,1785953640530514.115	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,255,1.580,1785953640530514.135	,1785953640530515.715	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,256,8.900,1785953640530515.735	,1785953640530524.635	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,257,1.500,1785953640530524.655	,1785953640530526.155	
6,te_matmul_8b3306b24f57361e2a756293ea64a1342b18a16b177ad6fca4f83f7599a3ea0c__kernel0,AI_CORE,6,258,7.400,1785953640530526.175	,1785953640530533.575	
6,te_splitvd_d17965c7d7e8ef98e5c4a8c43fa07c60556f4deba7163560075b8d51d2e3b888__kernel0,AI_VECTOR_CORE,6,259,1.040,1785953640530533.615	,1785953640530534.655	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,260,1.180,1785953640530534.675	,1785953640530535.855	
6,te_applyrotaryposemb_d142cc98ab2a1283d0b176e197a8ed3001866bf12ff64f3cce53340ff1295250__kernel0,AI_VECTOR_CORE,6,261,2.300,1785953640530535.895	,1785953640530538.195	
6,te_scatter_226cddbe36c13c7aebd4a0af4bc042719ab78ce0f7965ec85f752da1566c91ec__kernel0,AI_VECTOR_CORE,6,262,0.980,1785953640530538.215	,1785953640530539.195	
6,te_increflashattention_2914112daf2119d1a6ac422cf22e392b78d9700782ead7ab08aedf7e11e5e07a,MIX_AIC,6,263,21.040,1785953640530540.355	,1785953640530561.395	
6,te_matmul_a92d78a2a636f0ef9776f17dd0acd72f7ba1d30e82463bbb55edd5081230e838__kernel0,AI_CORE,6,264,4.280,1785953640530562.215	,1785953640530566.495	
6,te_inplaceaddrmsnorm_a883b051670cdb40aecf76240ba6a16cb95509b6a775ad8f61eb853cf6acb1f9__kernel0,AI_VECTOR_CORE,6,265,1.580,1785953640530566.515	,1785953640530568.095	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,266,8.480,1785953640530568.115	,1785953640530576.595	
6,te_matmul_bac92edeeee5b874c1c665ecb93900a68beded56e576c8b8b4a54f95d341bdf0__kernel0,AI_CORE,6,267,5.580,1785953640530576.615	,1785953640530582.195	
6,te_fused_op_swish_mul_6235946b44b6b3fc89fd62f02f7acc045d1373c83dbcb9f0004402584da8f7fa__kernel0,AI_VECTOR_CORE,6,268,1.660,1785953640530582.215	,1785953640530583.875	
6,te_matmul_d08950d81d2f88768302fcaea768c33589946bf5769be44a85bd2514a20364c9__kernel0,AI_CORE,6,269,8.400,1785953640530583.915	,1785953640530592.315	
6,te_inplaceaddrmsnorm_00140acccd5d124de66fb2201391b9471484a775ad3033771fec0ec5bb3ad989__kernel0,AI_VECTOR_CORE,6,270,2.280,1785953640530592.355	,1785953640530594.635	
6,te_matmul_bd6bb06e454cbd5a6db8e629d6afcfe95282ec4fbbe6dc1b4d08d12e66ee3768__kernel0,AI_CORE,6,271,164.960,1785953640530594.655	,1785953640530759.615	
6,N/A,NOTIFY_RECORD,6,272,0.000,1785953640530759.635	,1785953640530759.635	
6,N/A,PROFILER_TRACE_EX,3,1008,0.020,1785953640530785.395	,1785953640530785.415	
6,Cast_1fb1c1a33856de01862630399320fff3_high_performance_210000000,AI_VECTOR_CORE,3,1009,8.620,1785953640530785.435	,1785953640530794.055	
6,ArgMaxV2_4402011f777d6374ab9f6425cb5984c4_high_performance_3,AI_VECTOR_CORE,3,1010,13.720,1785953640530794.075	,1785953640530807.795	
6,Cast_e87590d11ccda8b259ab6b1ea7212319_high_performance_210000000,AI_VECTOR_CORE,3,1011,1.300,1785953640530807.835	,1785953640530809.135	
6,N/A,EVENT_RECORD,3,1012,0.020,1785953640530809.155	,1785953640530809.175	
6,Fill_41dadce325b0f810d03359af2a38990b_high_performance_210000000,AI_VECTOR_CORE,3,1013,1.680,1785953640530809.335	,1785953640530811.015	
6,SelectV2_a32d70ed63082227463347a44bd5a08e_high_performance_210000000,AI_VECTOR_CORE,3,1014,2.540,1785953640530811.035	,1785953640530813.575	
6,Add_41dadce325b0f810d03359af2a38990b_high_performance_210000000,AI_VECTOR_CORE,3,1015,2.720,1785953640530813.615	,1785953640530816.335	
6,ZerosLike_1d2fd313763487259859439d7e9b41cf_high_performance_210000000,AI_VECTOR_CORE,3,1016,1.700,1785953640530894.475	,1785953640530896.175	
6,SelectV2_a32d70ed63082227463347a44bd5a08e_high_performance_210000000,AI_VECTOR_CORE,3,1017,1.800,1785953640530974.635	,1785953640530976.435	
6,N/A,PROFILING_DISABLE,0,5,0.000,1785953640544998.235	,1785953640544998.235	
